

[T:239010]$050403020155,260330080026765,113.93384,22.52489,-0.06860,-0.18286,0.97864,0.14063,-0.17188,-0.07813,0,0,0,0.354,0.245,1.331*

[T:239518]$050403020155,260330080027865,113.93384,22.52489,-0.06702,-0.18225,0.97766,0.28125,0.20313,-0.07813,0,0,0,0.354,0.245,1.331*

[T:240027]$050403020155,260330080027965,113.93384,22.52489,-0.06763,-0.18262,0.97986,-0.06250,0.06250,0.01563,0,0,0,0.354,0.245,1.331*

[T:240536]$050403020155,260330080027065,113.93384,22.52489,-0.06677,-0.18127,0.97937,0.20313,-0.06250,0.03125,0,0,0,0.354,0.245,1.331*

[T:241044]$050403020155,260330080027165,113.93384,22.52489,-0.06787,-0.18188,0.97949,-0.07813,-0.03125,0.14063,0,0,0,0.354,0.245,1.334*

[T:241553]$050403020155,260330080027265,113.93384,22.52489,-0.06763,-0.18176,0.97961,0.09375,-0.03125,0.10938,0,0,0,0.354,0.245,1.331*

[T:242062]$050403020155,260330080027365,113.93384,22.52489,-0.06738,-0.18359,0.97803,-0.03125,0.01563,-0.03125,0,0,0,0.358,0.245,1.331*

[T:242570]$050403020155,260330080027465,113.93384,22.52489,-0.06580,-0.18127,0.97864,0.34375,-0.17188,0.10938,0,0,0,0.354,0.248,1.331*

[T:243079]$050403020155,260330080027565,113.93384,22.52489,-0.06799,-0.18103,0.97961,0.07813,0.06250,-0.03125,0,0,0,0.358,0.245,1.331*

[T:243588]$050403020155,260330080027665,113.93384,22.52489,-0.06750,-0.18140,0.97998,0.04688,0.03125,0.06250,0,0,0,0.354,0.245,1.331*

[T:244097]$050403020155,260330080027765,113.93384,22.52489,-0.06738,-0.18152,0.98022,0.12500,-0.04688,0.12500,0,0,0,0.354,0.245,1.331*

[T:244605]$050403020155,260330080028865,113.93384,22.52489,-0.06641,-0.18140,0.97974,-0.18750,-0.07813,-0.01563,0,0,0,0.354,0.245,1.331*

[T:245114]$050403020155,260330080028965,113.93384,22.52489,-0.06580,-0.18176,0.97949,-0.03125,-0.18750,-0.07813,0,0,0,0.351,0.248,1.331*

[T:245623]$050403020155,260330080028065,113.93384,22.52489,-0.06738,-0.18481,0.97998,-0.12500,0.00000,0.10938,0,0,0,0.354,0.248,1.331*

[T:246132]$050403020155,260330080028165,113.93384,22.52489,-0.06787,-0.18213,0.97815,0.31250,-0.14063,0.01563,0,0,0,0.354,0.245,1.331*

[T:246641]$050403020155,260330080028265,113.93384,22.52489,-0.06726,-0.18237,0.97961,-0.07813,0.28125,-0.06250,0,0,0,0.354,0.245,1.331*

[T:247150]$050403020155,260330080028365,113.93384,22.52489,-0.06763,-0.18298,0.98047,0.21875,-0.18750,-0.10938,0,0,0,0.358,0.248,1.331*


[T:247665]$050403020155,260330080012465,113.93384,22.52489,-0.06714,-0.18347,0.97974,-0.06250,-0.06250,-0.12500,0,0,0,0.338,0.248,1.331*

[T:248174]$050403020155,260330080012565,113.93384,22.52489,-0.06714,-0.18213,0.98010,0.34375,-0.04688,-0.01563,0,0,0,0.354,0.245,1.331*

[T:248683]$050403020155,260330080012665,113.93384,22.52489,-0.06738,-0.18359,0.98083,0.07813,-0.04688,0.10938,0,0,0,0.354,0.248,1.331*

[T:249192]$050403020155,260330080012765,113.93384,22.52489,-0.06775,-0.18127,0.98035,-0.07813,0.00000,0.07813,0,0,0,0.354,0.248,1.331*

[T:249700]$050403020155,260330080012865,113.93384,22.52489,-0.06726,-0.18188,0.98022,-0.21875,0.12500,0.06250,0,0,0,0.351,0.248,1.331*

[T:250209]$050403020155,260330080013965,113.93384,22.52489,-0.06702,-0.18250,0.98010,-0.01563,-0.14063,0.14063,0,0,0,0.354,0.248,1.334*

[T:250717]$050403020155,260330080013065,113.93384,22.52489,-0.06653,-0.18262,0.98047,0.06250,0.23438,0.01563,0,0,0,0.354,0.248,1.334*

[T:251226]$050403020155,260330080013165,113.93384,22.52489,-0.06812,-0.18237,0.97937,0.12500,-0.12500,0.09375,0,0,0,0.354,0.245,1.331*

[T:251735]$050403020155,260330080013265,113.93384,22.52489,-0.06677,-0.18176,0.97900,0.18750,0.07813,-0.20313,0,0,0,0.358,0.248,1.331*

[T:252245]$050403020155,260330080013365,113.93384,22.52489,-0.06726,-0.18176,0.97961,0.01563,-0.03125,-0.10938,0,0,0,0.354,0.248,1.331*

[T:252754]$050403020155,260330080013465,113.93384,22.52489,-0.06677,-0.18176,0.97900,-0.04688,0.01563,-0.18750,0,0,0,0.354,0.245,1.334*

[T:253263]$050403020155,260330080013565,113.93384,22.52489,-0.06738,-0.18103,0.98108,-0.09375,0.14063,4.06250,0,0,0,0.354,0.248,1.334*

[T:253771]$050403020155,260330080013665,113.93384,22.52489,-0.06726,-0.18347,0.97913,0.06250,-0.06250,-0.01563,0,0,0,0.354,0.248,1.334*

[T:254280]$050403020155,260330080013765,113.93384,22.52489,-0.06787,-0.18286,0.97925,0.01563,0.12500,0.21875,0,0,0,0.354,0.245,1.331*

